Object Name,Object Type,Location,Cluster Location,SLA Domain,Organization,Data Reduction (%),Dedup Ratio,Logical Data Reduction (%),Logical Dedup Ratio,Protected On,Total Local Storage (GB),Total Archive Storage (GB),Local Storage Growth (MB/day),Archive Storage Growth (MB/day)
ACCD-CVT-QA,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,79.53,4.89,98.39,62,9/24/2018 4:21,20.8,0,228.3,0
ACCDDEV,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ACCD,39.31,1.65,94.77,19.12,9/24/2018 4:20,106.7,0,542.2,0
ACCDDEV,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,39.31,1.65,94.77,19.12,9/24/2018 4:20,106.7,0,542.2,0
ACCD-DHCD,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ACCD,22.46,1.29,94.67,18.75,9/24/2018 4:21,615.6,0,380.1,0
ACCD-DHCD,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,22.46,1.29,94.67,18.75,9/24/2018 4:21,615.6,0,380.1,0
ACCD-SQL-Prod,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ACCD,51.59,2.07,93.63,15.69,9/24/2018 4:21,186.8,0,2830.3,0
ACCD-SQL-Prod,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,51.59,2.07,93.63,15.69,9/24/2018 4:21,186.8,0,2830.3,0
ACCD-SQL-QA,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ACCD,66.15,2.95,95.19,20.79,9/24/2018 4:21,119.3,0,1815.5,0
ACCD-SQL-QA,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,66.15,2.95,95.19,20.79,9/24/2018 4:21,119.3,0,1815.5,0
ADS-CTODevCentOS7,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ADS,91.68,12.02,99.39,164.94,8/21/2018 10:53,4.6,0,10.8,0
ADS-CTODevCentOS7,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,91.68,12.02,99.39,164.94,8/21/2018 10:53,4.6,0,10.8,0
ADS-CTODEVWIN,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ADS,67.83,3.11,95.1,20.42,8/21/2018 10:53,36.8,0,841.2,0
ADS-CTODEVWIN,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,67.83,3.11,95.1,20.42,8/21/2018 10:53,36.8,0,841.2,0
ADS-CTOSQL,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ADS,62.93,2.7,96.59,29.33,8/18/2018 16:12,35.9,0,4.8,0
ADS-CTOSQL,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,62.93,2.7,96.59,29.33,8/18/2018 16:12,35.9,0,4.8,0
AGO-Kirk,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGO,79.71,4.93,98.27,57.7,7/27/2018 14:17,24.2,0,63.2,0
AGO-Kirk,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,79.71,4.93,98.27,57.7,7/27/2018 14:17,24.2,0,63.2,0
AGO-Pike,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGO,95.51,22.29,99.67,303.14,7/27/2018 14:17,9.9,0,13.4,0
AGO-Pike,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,95.51,22.29,99.67,303.14,7/27/2018 14:17,9.9,0,13.4,0
AGO-R2D2,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGO,50.33,2.01,91.39,11.61,7/27/2018 14:17,64.7,0,-859.8,0
AGO-R2D2,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,50.33,2.01,91.39,11.61,7/27/2018 14:17,64.7,0,-859.8,0
AGO-Scotty,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGO,74.83,3.97,97.42,38.72,7/27/2018 14:17,36,0,11.8,0
AGO-Scotty,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,74.83,3.97,97.42,38.72,7/27/2018 14:17,36,0,11.8,0
AGO-Troy,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGO,21,1.27,93.05,14.39,7/27/2018 14:17,7042.9,0,39824,0
AGO-Troy,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,21,1.27,93.05,14.39,7/27/2018 14:17,7042.9,0,39824,0
AGO-Voyager,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGO,12.75,1.15,91.58,11.87,7/27/2018 14:17,189.9,0,284.9,0
AGO-Voyager,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,12.75,1.15,91.58,11.87,7/27/2018 14:17,189.9,0,284.9,0
AGR-DBProd2008,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,75.09,4.01,97.55,40.89,8/17/2018 10:08,54.9,0,637.4,0
AGR-DBProd2008,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,75.09,4.01,97.55,40.89,8/17/2018 10:08,54.9,0,637.4,0
AGR-DBProd2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,45.1,1.82,88.82,8.94,8/17/2018 10:08,619.5,0,-1602.3,0
AGR-DBProd2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,45.1,1.82,88.82,8.94,8/17/2018 10:08,619.5,0,-1602.3,0
AGR-DBTest2008,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,72.02,3.57,97.63,42.24,8/17/2018 10:08,50.2,0,15.9,0
AGR-DBTest2008,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,72.02,3.57,97.63,42.24,8/17/2018 10:08,50.2,0,15.9,0
AGR-DBTest2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,42.39,1.74,95.66,23.02,8/17/2018 10:08,98,0,44.9,0
AGR-DBTest2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,42.39,1.74,95.66,23.02,8/17/2018 10:08,98,0,44.9,0
AGR-IFProd2008,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,61.83,2.62,97.03,33.72,8/17/2018 10:08,44.6,0,-24,0
AGR-IFProd2008,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,61.83,2.62,97.03,33.72,8/17/2018 10:08,44.6,0,-24,0
AGR-INDB2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,80.11,5.03,98.4,62.38,8/17/2018 10:08,19.3,0,-31,0
AGR-INDB2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,80.11,5.03,98.4,62.38,8/17/2018 10:08,19.3,0,-31,0
AGR-Milk,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,64.07,2.78,97.36,37.83,8/17/2018 10:08,77.8,0,2.5,0
AGR-Milk,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,64.07,2.78,97.36,37.83,8/17/2018 10:08,77.8,0,2.5,0
AGR-OFProd2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,81.77,5.49,98.55,68.81,8/17/2018 10:08,29.8,0,-92.8,0
AGR-OFProd2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,81.77,5.49,98.55,68.81,8/17/2018 10:08,29.8,0,-92.8,0
AGR-OFWQ2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,83.39,6.02,98.82,85.05,8/17/2018 10:08,47.3,0,-621.4,0
AGR-OFWQ2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,83.39,6.02,98.82,85.05,8/17/2018 10:08,47.3,0,-621.4,0
AGR-ProdDB02,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,58.76,2.42,96.97,33.01,8/17/2018 10:08,61,0,12.2,0
AGR-ProdDB02,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,58.76,2.42,96.97,33.01,8/17/2018 10:08,61,0,12.2,0
AGR-Test2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,AGR,72.49,3.63,97.96,48.91,8/17/2018 10:08,46.1,0,44.9,0
AGR-Test2012,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,72.49,3.63,97.96,48.91,8/17/2018 10:08,46.1,0,44.9,0
ANR-JUPITER2,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks Daytime,ANR,99.69,322.1,99.84,644.12,10/22/2018 17:42,24.2,0,3453.1,0
ANR-JUPITER2,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks Daytime,Global,99.69,322.1,99.84,644.12,10/22/2018 17:42,24.2,0,3453.1,0
ANR-MARS,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ANR,75.46,4.07,98.21,55.76,9/23/2018 16:00,90.1,0,496.6,0
ANR-MARS,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,75.46,4.07,98.21,55.76,9/23/2018 16:00,90.1,0,496.6,0
ANR-SATURN,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ANR,21.46,1.27,93.03,14.36,9/10/2018 16:28,5362.1,0,41774,0
ANR-SATURN,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,Global,21.46,1.27,93.03,14.36,9/10/2018 16:28,5362.1,0,41774,0
ANR-TestApps,vSphere VM,eagptvvc01.ea.dii.state.vt.us,Local,TV Two Weeks,ANR,78.71,4.7,98.33,59.79,9/23/2018 16:00,32.7,0,250.4,0
