"Object Name","Object Type","Location","Cluster Location","SLA Domain","Organization","Data Reduction (%)","Dedup Ratio","Logical Data Reduction (%)","Logical Dedup Ratio","Protected On","Total Local Storage (GB)","Total Archive Storage (GB)","Local Storage Growth (MB/day)","Archive Storage Growth (MB/day)"
"ANR-TestDev","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","54.97","2.22","95.85","24.08","2018-09-23 16:00:38","31.2","0.0","136.6","0.0"
"eagwjhosfordtv","vSphere VM","eagmtvvca.ea.dii.state.vt.us","Local","TV Two Weeks","Global","54.93","2.22","95.80","23.81","2018-02-06 12:24:59","31.6","0.0","232.6","0.0"
"VDOL-IUS-DEV-WEB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","90.01","10.01","99.25","133.10","2018-07-26 16:14:32","31.6","0.0","-469.1","0.0"
"VDOL-IUS-DEV-WEB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","90.01","10.01","99.25","133.10","2018-07-26 16:14:32","31.6","0.0","-469.1","0.0"
"Jud-DC02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","77.88","4.52","97.88","47.18","2018-08-28 08:14:27","31.9","0.0","-883.3","0.0"
"Jud-DC02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","77.88","4.52","97.88","47.18","2018-08-28 08:14:27","31.9","0.0","-883.3","0.0"
"ERP-FMDRWEB01","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","47.12","1.89","96.04","25.25","2017-10-23 07:41:44","31.9","0.0","0.2","0.0"
"ENT-DCNET01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","74.71","3.95","97.32","37.29","2018-08-18 16:13:45","32.2","0.0","54.8","0.0"
"ENT-DCNET01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","74.71","3.95","97.32","37.29","2018-08-18 16:13:45","32.2","0.0","54.8","0.0"
"JUD-EFILE-WEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","81.18","5.31","98.61","72.06","2018-08-28 08:14:28","32.3","0.0","-24.3","0.0"
"JUD-EFILE-WEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","81.18","5.31","98.61","72.06","2018-08-28 08:14:28","32.3","0.0","-24.3","0.0"
"DPSGISMAP3","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","91.79","12.18","99.39","162.73","2017-10-25 08:48:36","32.3","0.0","158.4","0.0"
"DPSGISMAP3","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","91.79","12.18","99.39","162.73","2017-10-25 08:48:36","32.3","0.0","158.4","0.0"
"ciscomgmt","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","51.45","2.06","95.69","23.22","2017-10-24 08:45:30","32.4","0.0","7.5","0.0"
"ciscomgmt","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","51.45","2.06","95.69","23.22","2017-10-24 08:45:30","32.4","0.0","7.5","0.0"
"VDOL-IUS-DEV-LOG","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","89.68","9.69","99.23","129.24","2018-07-26 20:16:03","32.6","0.0","-1600.4","0.0"
"VDOL-IUS-DEV-LOG","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","89.68","9.69","99.23","129.24","2018-07-26 20:16:03","32.6","0.0","-1600.4","0.0"
"DPSDOCSTAR-A","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","81.74","5.48","98.44","63.90","2018-01-24 09:09:57","32.8","0.0","-65.6","0.0"
"DPSDOCSTAR-A","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","81.74","5.48","98.44","63.90","2018-01-24 09:09:57","32.8","0.0","-65.6","0.0"
"ENT-ADAUDIT","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","88.88","8.99","99.11","112.52","2018-08-18 16:13:04","32.9","0.0","-717.2","0.0"
"ENT-ADAUDIT","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.88","8.99","99.11","112.52","2018-08-18 16:13:04","32.9","0.0","-717.2","0.0"
"ERP-HRDRWEB02","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","46.51","1.87","95.91","24.43","2017-10-23 07:41:44","33.0","0.0","-0.4","0.0"
"DPSCopyScan","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","54.00","2.17","95.23","20.95","2017-10-24 08:45:30","33.3","0.0","-81.6","0.0"
"DPSCopyScan","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","54.00","2.17","95.23","20.95","2017-10-24 08:45:30","33.3","0.0","-81.6","0.0"
"eagmsecret01","vSphere VM","eagmtvvca.ea.dii.state.vt.us","Local","TV Two Weeks","Global","69.59","3.29","97.30","36.99","2018-03-12 17:14:05","33.4","0.0","-68.4","0.0"
"ANR-TestApps","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ANR","78.44","4.64","98.28","58.19","2018-09-23 16:00:38","33.6","0.0","223.4","0.0"
"ANR-TestApps","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","78.44","4.64","98.28","58.19","2018-09-23 16:00:38","33.6","0.0","223.4","0.0"
"JUD-OP-ELS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","82.80","5.81","98.45","64.72","2018-07-16 11:53:29","34.8","0.0","588.6","0.0"
"JUD-OP-ELS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","82.80","5.81","98.45","64.72","2018-07-16 11:53:29","34.8","0.0","588.6","0.0"
"JUD-OP-DB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","97.04","33.76","99.79","486.82","2018-09-05 12:49:57","35.5","0.0","104.3","0.0"
"JUD-OP-DB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","97.04","33.76","99.79","486.82","2018-09-05 12:49:57","35.5","0.0","104.3","0.0"
"TRACKIT","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","69.11","3.24","96.81","31.38","2017-12-26 15:29:11","35.6","0.0","-124.7","0.0"
"TRACKIT","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","69.11","3.24","96.81","31.38","2017-12-26 15:29:11","35.6","0.0","-124.7","0.0"
"ANR-JUPITER2","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks Daytime","ANR","99.54","218.67","99.92","1311.15","2018-10-22 17:42:20","35.6","0.0","3238.5","0.0"
"ANR-JUPITER2","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks Daytime","Global","99.54","218.67","99.92","1311.15","2018-10-22 17:42:20","35.6","0.0","3238.5","0.0"
"JUD-ONP-TEST-INT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","85.07","6.70","98.72","78.21","2018-08-28 08:14:27","35.7","0.0","132.9","0.0"
"JUD-ONP-TEST-INT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","85.07","6.70","98.72","78.21","2018-08-28 08:14:27","35.7","0.0","132.9","0.0"
"VDOL-IUS-TST-LOG","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","88.84","8.96","99.15","117.63","2018-07-26 20:20:37","35.8","0.0","-366.1","0.0"
"VDOL-IUS-TST-LOG","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.84","8.96","99.15","117.63","2018-07-26 20:20:37","35.8","0.0","-366.1","0.0"
"JUD-Tyler02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","93.76","16.03","99.49","194.73","2018-08-29 14:42:22","35.8","0.0","500.4","0.0"
"JUD-Tyler02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","93.76","16.03","99.49","194.73","2018-08-29 14:42:22","35.8","0.0","500.4","0.0"
"AGO-Scotty","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","AGO","74.99","4.00","97.42","38.74","2018-07-27 14:17:55","36.0","0.0","31.7","0.0"
"AGO-Scotty","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","74.99","4.00","97.42","38.74","2018-07-27 14:17:55","36.0","0.0","31.7","0.0"
"ERP-JKEZAR-VM2","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","45.60","1.84","95.19","20.80","2018-06-22 12:07:21","36.1","0.0","-42.9","0.0"
"ERP-JKEZAR-VM2","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","45.60","1.84","95.19","20.80","2018-06-22 12:07:21","36.1","0.0","-42.9","0.0"
"GFS1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","65.98","2.94","96.76","30.89","2017-10-26 08:18:17","36.1","0.0","-90.7","0.0"
"GFS1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","65.98","2.94","96.76","30.89","2017-10-26 08:18:17","36.1","0.0","-90.7","0.0"
"DPSEIOBOARD","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","46.66","1.87","94.76","19.10","2017-10-24 08:45:30","36.6","0.0","-165.6","0.0"
"DPSEIOBOARD","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","46.66","1.87","94.76","19.10","2017-10-24 08:45:30","36.6","0.0","-165.6","0.0"
"JUD-AV02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","73.28","3.74","98.10","52.67","2018-08-28 08:14:28","36.7","0.0","-57.7","0.0"
"JUD-AV02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","73.28","3.74","98.10","52.67","2018-08-28 08:14:28","36.7","0.0","-57.7","0.0"
"ADS-CTODEVWIN","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","67.74","3.10","95.10","20.41","2018-08-21 10:53:19","36.8","0.0","833.9","0.0"
"ADS-CTODEVWIN","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","67.74","3.10","95.10","20.41","2018-08-21 10:53:19","36.8","0.0","833.9","0.0"
"ERP-FMTRNWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","84.16","6.31","97.71","43.61","2018-08-27 13:12:03","36.9","0.0","944.4","0.0"
"ERP-FMTRNWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","84.16","6.31","97.71","43.61","2018-08-27 13:12:03","36.9","0.0","944.4","0.0"
"BGS-SQLDB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","79.97","4.99","97.95","48.72","2018-08-18 16:15:01","37.0","0.0","121.1","0.0"
"BGS-SQLDB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","79.97","4.99","97.95","48.72","2018-08-18 16:15:01","37.0","0.0","121.1","0.0"
"DPSVIBRS","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","63.94","2.77","96.91","32.32","2017-10-26 08:19:21","37.2","0.0","-25.0","0.0"
"DPSVIBRS","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.94","2.77","96.91","32.32","2017-10-26 08:19:21","37.2","0.0","-25.0","0.0"
"ERP-ES02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","88.22","8.49","99.06","105.99","2018-06-22 12:07:21","37.7","0.0","81.4","0.0"
"ERP-ES02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.22","8.49","99.06","105.99","2018-06-22 12:07:21","37.7","0.0","81.4","0.0"
"JUD-OP-JOB02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","73.48","3.77","97.49","39.81","2018-07-16 11:43:31","37.8","0.0","429.4","0.0"
"JUD-OP-JOB02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","73.48","3.77","97.49","39.81","2018-07-16 11:43:31","37.8","0.0","429.4","0.0"
"ENT-DCVSMS03","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","71.14","3.47","96.86","31.85","2018-08-18 16:13:45","37.8","0.0","203.8","0.0"
"ENT-DCVSMS03","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","71.14","3.47","96.86","31.85","2018-08-18 16:13:45","37.8","0.0","203.8","0.0"
"ERP-GWRIGHT-VM-DR","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","42.34","1.73","95.29","21.24","2017-10-23 07:41:44","37.9","0.0","83.0","0.0"
"ERP-ES01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","88.11","8.41","99.04","104.47","2018-06-22 12:07:21","38.2","0.0","118.0","0.0"
"ERP-ES01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.11","8.41","99.04","104.47","2018-06-22 12:07:21","38.2","0.0","118.0","0.0"
"JUD-ONP-TEST-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","84.47","6.44","98.62","72.63","2018-08-28 08:14:27","38.4","0.0","119.3","0.0"
"JUD-ONP-TEST-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","84.47","6.44","98.62","72.63","2018-08-28 08:14:27","38.4","0.0","119.3","0.0"
"JUD-VCAS","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","92.08","12.63","99.45","182.23","2018-08-28 08:14:27","38.9","0.0","104.8","0.0"
"JUD-VCAS","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","92.08","12.63","99.45","182.23","2018-08-28 08:14:27","38.9","0.0","104.8","0.0"
"VJISS2","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","63.70","2.75","96.76","30.89","2017-10-26 08:18:18","38.9","0.0","-20.3","0.0"
"VJISS2","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.70","2.75","96.76","30.89","2017-10-26 08:18:18","38.9","0.0","-20.3","0.0"
"LIMSAPP1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","63.01","2.70","96.49","28.49","2017-10-26 08:18:17","39.3","0.0","-77.3","0.0"
"LIMSAPP1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.01","2.70","96.49","28.49","2017-10-26 08:18:17","39.3","0.0","-77.3","0.0"
"ERP-FMDRAPP01","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.91","2.70","96.73","30.55","2017-10-23 07:41:44","39.4","0.0","-73.2","0.0"
"ERP-FMDRAPP02","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.60","2.67","96.70","30.30","2017-10-23 07:41:44","39.7","0.0","-150.4","0.0"
"JUD-BI","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","94.91","19.63","99.65","281.94","2018-08-28 08:14:27","40.0","0.0","55.3","0.0"
"JUD-BI","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","94.91","19.63","99.65","281.94","2018-08-28 08:14:27","40.0","0.0","55.3","0.0"
"ERP-TMORSE-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","63.29","2.72","96.65","29.86","2018-06-22 12:07:21","40.3","0.0","2.7","0.0"
"ERP-TMORSE-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.29","2.72","96.65","29.86","2018-06-22 12:07:21","40.3","0.0","2.7","0.0"
"JUD-ONP-TESTA-ELS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","87.78","8.18","98.43","63.88","2018-07-16 12:53:30","40.3","0.0","-4.1","0.0"
"JUD-ONP-TESTA-ELS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","87.78","8.18","98.43","63.88","2018-07-16 12:53:30","40.3","0.0","-4.1","0.0"
"JUD-ONP-TEST-PORT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","83.74","6.15","98.65","74.07","2018-08-28 08:14:28","40.6","0.0","-452.6","0.0"
"JUD-ONP-TEST-PORT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","83.74","6.15","98.65","74.07","2018-08-28 08:14:28","40.6","0.0","-452.6","0.0"
"JUD-ONP-TEST-EFILE01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","74.66","3.95","97.72","43.89","2018-08-28 08:14:28","41.1","0.0","-185.7","0.0"
"JUD-ONP-TEST-EFILE01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","74.66","3.95","97.72","43.89","2018-08-28 08:14:28","41.1","0.0","-185.7","0.0"
"VDOL-IUS-DEV-APP","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","93.79","16.09","99.49","196.98","2018-07-26 16:14:31","41.1","0.0","-351.9","0.0"
"VDOL-IUS-DEV-APP","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","93.79","16.09","99.49","196.98","2018-07-26 16:14:31","41.1","0.0","-351.9","0.0"
"ERP-FTPDR","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","75.39","4.06","98.30","58.74","2017-10-24 07:25:16","41.1","0.0","1211.2","0.0"
"ERP-GWRIGHT-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","63.50","2.74","96.57","29.12","2018-06-22 12:07:21","41.3","0.0","-135.3","0.0"
"ERP-GWRIGHT-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.50","2.74","96.57","29.12","2018-06-22 12:07:21","41.3","0.0","-135.3","0.0"
"VDOL-IUS-TST-DB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","96.58","29.20","99.73","365.09","2018-07-26 20:16:03","41.3","0.0","-334.7","0.0"
"VDOL-IUS-TST-DB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","96.58","29.20","99.73","365.09","2018-07-26 20:16:03","41.3","0.0","-334.7","0.0"
"JUD-VDICON2","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","66.90","3.02","94.86","19.47","2018-08-28 08:14:28","41.4","0.0","503.8","0.0"
"JUD-VDICON2","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","66.90","3.02","94.86","19.47","2018-08-28 08:14:28","41.4","0.0","503.8","0.0"
"eagwaschwartztv","vSphere VM","eagmtvvca.ea.dii.state.vt.us","Local","TV Two Weeks","Global","49.22","1.97","94.50","18.17","2018-06-26 15:56:28","41.4","0.0","-174.3","0.0"
"DPSOJBCADP1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","61.23","2.58","96.26","26.71","2017-10-29 15:19:37","41.8","0.0","-37.5","0.0"
"DPSOJBCADP1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","61.23","2.58","96.26","26.71","2017-10-29 15:19:37","41.8","0.0","-37.5","0.0"
"DPSVFLFA","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","84.35","6.39","97.83","46.07","2017-10-25 08:48:37","41.9","0.0","-52.3","0.0"
"DPSVFLFA","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","84.35","6.39","97.83","46.07","2017-10-25 08:48:37","41.9","0.0","-52.3","0.0"
"JUD-APP04","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","57.27","2.34","96.51","28.64","2018-08-28 08:14:28","42.0","0.0","7.9","0.0"
"JUD-APP04","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","57.27","2.34","96.51","28.64","2018-08-28 08:14:28","42.0","0.0","7.9","0.0"
"JUD-ECabinet-PreProduction","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","64.98","2.86","97.20","35.71","2018-08-28 08:14:28","42.1","0.0","-43.0","0.0"
"JUD-ECabinet-PreProduction","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","64.98","2.86","97.20","35.71","2018-08-28 08:14:28","42.1","0.0","-43.0","0.0"
"EDU-EFT","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","EDU","79.04","4.77","97.79","45.30","2018-08-24 14:30:32","42.7","0.0","-28.2","0.0"
"EDU-EFT","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","79.04","4.77","97.79","45.30","2018-08-24 14:30:32","42.7","0.0","-28.2","0.0"
"VDOL-IUS-TST-APP","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","96.59","29.30","99.54","217.36","2018-07-26 20:16:03","43.0","0.0","-657.7","0.0"
"VDOL-IUS-TST-APP","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","96.59","29.30","99.54","217.36","2018-07-26 20:16:03","43.0","0.0","-657.7","0.0"
"Jud-DC01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","72.41","3.62","96.92","32.45","2018-08-28 08:14:27","43.0","0.0","-76.0","0.0"
"Jud-DC01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","72.41","3.62","96.92","32.45","2018-08-28 08:14:27","43.0","0.0","-76.0","0.0"
"JUD-OP-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","82.14","5.60","97.28","36.77","2018-07-16 11:43:31","43.8","0.0","1190.2","0.0"
"JUD-OP-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","82.14","5.60","97.28","36.77","2018-07-16 11:43:31","43.8","0.0","1190.2","0.0"
"JUD-VDIMOVEAV02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","62.56","2.67","94.89","19.57","2018-08-28 08:14:28","43.9","0.0","75.0","0.0"
"JUD-VDIMOVEAV02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.56","2.67","94.89","19.57","2018-08-28 08:14:28","43.9","0.0","75.0","0.0"
"EDU-SQLAnalysis","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","EDU","90.43","10.45","99.23","129.56","2018-08-24 14:30:32","44.1","0.0","71.9","0.0"
"EDU-SQLAnalysis","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","90.43","10.45","99.23","129.56","2018-08-24 14:30:32","44.1","0.0","71.9","0.0"
"AGR-IFProd2008","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","AGR","61.60","2.60","97.06","34.04","2018-08-17 10:08:35","44.2","0.0","6.6","0.0"
"AGR-IFProd2008","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","61.60","2.60","97.06","34.04","2018-08-17 10:08:35","44.2","0.0","6.6","0.0"
"Call-DB01-01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","97.95","48.80","99.73","363.95","2018-09-04 08:35:36","45.3","0.0","-100.6","0.0"
"Call-DB01-01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","97.95","48.80","99.73","363.95","2018-09-04 08:35:36","45.3","0.0","-100.6","0.0"
"JUD-ESERVICES-DC02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","62.62","2.68","94.34","17.67","2018-08-28 08:14:28","45.6","0.0","-7.3","0.0"
"JUD-ESERVICES-DC02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.62","2.68","94.34","17.67","2018-08-28 08:14:28","45.6","0.0","-7.3","0.0"
"DPSDC04","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","62.76","2.69","94.28","17.49","2017-10-26 08:25:00","46.0","0.0","590.3","0.0"
"DPSDC04","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.76","2.69","94.28","17.49","2017-10-26 08:25:00","46.0","0.0","590.3","0.0"
"JUD-OP-INT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","81.47","5.40","97.12","34.74","2018-07-16 11:43:31","46.4","0.0","200.7","0.0"
"JUD-OP-INT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","81.47","5.40","97.12","34.74","2018-07-16 11:43:31","46.4","0.0","200.7","0.0"
"EAG-VLAN3722-pfSenseTest","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","60.53","2.53","94.24","17.37","2018-08-17 11:27:12","46.4","0.0","312.4","0.0"
"AGR-Test2012","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","AGR","72.41","3.62","97.94","48.54","2018-08-17 10:08:35","46.5","0.0","89.0","0.0"
"AGR-Test2012","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","72.41","3.62","97.94","48.54","2018-08-17 10:08:35","46.5","0.0","89.0","0.0"
"PSD-DevEcrtApp1","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","74.03","3.85","97.20","35.75","2018-07-06 10:28:24","46.9","0.0","-173.3","0.0"
"AGR-OFWQ2012","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","AGR","83.31","5.99","98.82","84.48","2018-08-17 10:08:35","47.7","0.0","-608.6","0.0"
"AGR-OFWQ2012","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","83.31","5.99","98.82","84.48","2018-08-17 10:08:35","47.7","0.0","-608.6","0.0"
