Object Name,Object Type,Location,Cluster Location,SLA Domain,Organization,Data Reduction (%),Dedup Ratio,Logical Data Reduction (%),Logical Dedup Ratio,Protected On,Total Local Storage (GB),Total Archive Storage (GB),Local Storage Growth (MB/day),Archive Storage Growth (MB/day)
BGS-Prowatch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,59.63,2.48,94.98,19.91,12/29/2017 9:14,498.2,0,2360.3,0
BGS-SkySparks,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,89.2,9.26,98.26,57.33,12/13/2017 14:05,29.2,0,9.8,0
BGS-SkySparks,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,89.2,9.26,98.26,57.33,12/13/2017 14:05,29.2,0,9.8,0
BGS-SkySparks,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,89.2,9.26,98.26,57.33,12/13/2017 14:05,29.2,0,9.8,0
BGS-TCOVHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,84.99,6.66,98.21,55.84,12/13/2017 14:05,35,0,141.4,0
BGS-TCOVHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,84.99,6.66,98.21,55.84,12/13/2017 14:05,35,0,141.4,0
BGS-TCOVHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,84.99,6.66,98.21,55.84,12/13/2017 14:05,35,0,141.4,0
BIDEVAPP01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ERP,70.45,3.38,97.39,38.27,11/15/2017 11:24,51.6,0,0,0
BIDEVAPP01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.45,3.38,97.39,38.27,11/15/2017 11:24,51.6,0,0,0
BIPRDAPP01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ERP,67.84,3.11,97.79,45.18,11/15/2017 11:23,28.5,0,0.6,0
BIPRDAPP01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,67.84,3.11,97.79,45.18,11/15/2017 11:23,28.5,0,0.6,0
BIPRDWEB01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ERP,64.22,2.79,96.48,28.41,11/15/2017 11:23,26.5,0,-6.8,0
BIPRDWEB01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,64.22,2.79,96.48,28.41,11/15/2017 11:23,26.5,0,-6.8,0
BUDBUILD01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ERP,69.01,3.23,97.91,47.95,11/15/2017 11:23,40.3,0,0.2,0
BUDBUILD01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,69.01,3.23,97.91,47.95,11/15/2017 11:23,40.3,0,0.2,0
BUDGETUTIL-VM,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ERP,51.68,2.07,96.16,26.01,10/24/2017 8:27,21.7,0,-77.4,0
BUDGETUTIL-VM,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,51.68,2.07,96.16,26.01,10/24/2017 8:27,21.7,0,-77.4,0
Citrix VPX,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,97.22,35.96,97.22,35.96,10/23/2017 7:32,9,0,10.1,0
Citrix VPX,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,97.22,35.96,97.22,35.96,10/23/2017 7:32,9,0,10.1,0
Citrix VPX,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,97.22,35.96,97.22,35.96,10/23/2017 7:32,9,0,10.1,0
DEV-ACD4-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,87.48,7.99,99.12,113.6,10/24/2017 8:09,32.6,0,14.2,0
DEV-ACD4-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,87.48,7.99,99.12,113.6,10/24/2017 8:09,32.6,0,14.2,0
DEV-ACD4-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,87.48,7.99,99.12,113.6,10/24/2017 8:09,32.6,0,14.2,0
DEV-ACD4-CIC1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,86.63,7.48,99.05,105.42,4/5/2018 16:07,83.9,0,-41,0
DEV-ACD4-CIC1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,86.63,7.48,99.05,105.42,4/5/2018 16:07,83.9,0,-41,0
DEV-ACD4-CIC1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,86.63,7.48,99.05,105.42,4/5/2018 16:07,83.9,0,-41,0
DEVM-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,82.72,5.79,98.82,84.88,10/24/2017 8:09,3.8,0,0,0
DEVM-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,82.72,5.79,98.82,84.88,10/24/2017 8:09,3.8,0,0,0
DEVM-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,82.72,5.79,98.82,84.88,10/24/2017 8:09,3.8,0,0,0
DEVM-Footprints,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,87.02,7.7,99.12,113.98,10/24/2017 8:09,17,0,0,0
DEVM-Footprints,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,87.02,7.7,99.12,113.98,10/24/2017 8:09,17,0,0,0
DEVM-Footprints,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,87.02,7.7,99.12,113.98,10/24/2017 8:09,17,0,0,0
DLC-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,70.07,3.34,96.57,29.18,1/10/2018 20:27,27.6,0,5.3,0
DLC-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.07,3.34,96.57,29.18,1/10/2018 20:27,27.6,0,5.3,0
DLC-DC02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,72.21,3.6,96.85,31.8,1/5/2018 9:07,25.3,0,-21.3,0
DLC-DC02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,72.21,3.6,96.85,31.8,1/5/2018 9:07,25.3,0,-21.3,0
DLC-File,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,33.35,1.5,94.55,18.35,1/7/2018 8:31,1360.2,0,688.7,0
DLC-File,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,33.35,1.5,94.55,18.35,1/7/2018 8:31,1360.2,0,688.7,0
DLC-LM,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,73.39,3.76,96.1,25.67,1/3/2018 9:30,31.4,0,-33.4,0
DLC-LM,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,73.39,3.76,96.1,25.67,1/3/2018 9:30,31.4,0,-33.4,0
DLC-Print,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,38.79,1.63,94.69,18.84,1/5/2018 9:07,82.6,0,-171.9,0
DLC-Print,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,38.79,1.63,94.69,18.84,1/5/2018 9:07,82.6,0,-171.9,0
DLC-RIMS01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,78.74,4.7,92.98,14.24,1/9/2018 8:48,429.9,0,-2201.4,0
DLC-RIMS01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,78.74,4.7,92.98,14.24,1/9/2018 8:48,429.9,0,-2201.4,0
DLC-SEQUOIA,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,70.92,3.44,97.02,33.56,1/10/2018 20:27,104.6,0,120.8,0
DLC-SEQUOIA,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.92,3.44,97.02,33.56,1/10/2018 20:27,104.6,0,120.8,0
DLC-SEQUOIATEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,75.38,4.06,96.57,29.14,1/4/2018 9:35,127.8,0,-931.2,0
DLC-SEQUOIATEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,75.38,4.06,96.57,29.14,1/4/2018 9:35,127.8,0,-931.2,0
DLC-SQL,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,84.43,6.42,98.76,80.4,1/7/2018 14:49,26.8,0,-20,0
DLC-SQL,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,84.43,6.42,98.76,80.4,1/7/2018 14:49,26.8,0,-20,0
DSHEPARD-VM,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ERP,62.97,2.7,96.95,32.82,10/24/2017 8:27,12.3,0,19.9,0
DSHEPARD-VM,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,62.97,2.7,96.95,32.82,10/24/2017 8:27,12.3,0,19.9,0
EAG- pfSense-BFIS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,92.43,13.21,99.48,191.11,12/6/2017 16:25,0.7,0,0.2,0
EAG- pfSense-BFIS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,92.43,13.21,99.48,191.11,12/6/2017 16:25,0.7,0,0.2,0
EAG-JonTest,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,0,0,0,0,10/24/2018 13:37,0,0,0,0
EAG-JonTest,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,0,0,0,0,10/24/2018 13:37,0,0,0,0
eagmbrocadesan,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,68.89,3.21,97.44,39.06,10/6/2017 15:16,19.2,0,-26.7,0
EAGMDC02,vSphere VM,eagmnlvca.ea.dii.state.vt.us,Local,NL Two Weeks,Global,66.31,2.97,96.52,28.7,1/9/2018 10:08,26.2,0,-36.9,0
eagmesrsve01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,99.88,823.12,99.88,823.12,10/9/2017 13:05,1.3,0,0,0
eagmiaas01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,74.67,3.95,98.01,50.19,10/6/2017 15:16,18.2,0,-40.7,0
EAGMLM,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.15,3.35,98.01,50.26,10/6/2017 15:16,16,0,0,0
eagmlogicmon,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,88.4,8.62,99.21,125.96,10/6/2017 14:37,6.4,0,0,0
eagmlogicmon,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,88.4,8.62,99.21,125.96,10/6/2017 14:37,6.4,0,0,0
eagmmail01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,51.96,2.08,96.69,30.18,10/6/2017 15:16,53.4,0,76.9,0
eagmnlepsc,vSphere VM,eagmnlvca.ea.dii.state.vt.us,Local,NL Two Weeks,Global,91.62,11.93,99.33,148.78,1/9/2018 10:08,5.7,0,2.9,0
eagmnlvca,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,95.82,23.92,99.68,315.76,10/11/2017 8:48,11.1,0,5,0
eagmpassmgmt,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,62.9,2.7,96.48,28.38,10/6/2017 15:16,26.5,0,-36.9,0
eagmscrt01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,68.99,3.22,97.22,35.93,10/6/2017 15:16,34.4,0,-49.6,0
eagmsplunk01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,75.41,4.07,98.2,55.64,10/6/2017 15:16,213.2,0,132.5,0
eagmsplunk02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,74.85,3.98,96.73,30.59,10/6/2017 14:37,35.1,0,97.2,0
eagmsplunk02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,74.85,3.98,96.73,30.59,10/6/2017 14:37,35.1,0,97.2,0
eagmutlppath02,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,93.92,16.44,99.59,246.55,10/6/2017 15:16,0.7,0,0,0
eagmutlsep01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,22.36,1.29,87.53,8.02,10/6/2017 15:16,225,0,-705.4,0
eagmutlwsus,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,20.14,1.25,94.68,18.78,10/6/2017 15:16,192.9,0,0,0
eagmvmvc01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,78.05,4.56,97.05,33.9,10/9/2017 10:19,89,0,-40.6,0
eagmvraut01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,68.41,3.17,97.03,33.62,10/9/2017 13:05,63.4,0,94.6,0
eagmvrbiz01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,86.15,7.22,97.73,44.06,10/9/2017 13:05,17.1,0,37.5,0
eagmvrin01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,87.54,8.02,98.99,98.9,10/9/2017 13:05,3,0,-3.2,0
eagpdc01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,61.49,2.6,96.39,27.69,10/9/2017 10:19,33.1,0,-21.5,0
eagpdc02,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,60.74,2.55,96.23,26.54,10/9/2017 10:19,28.3,0,-29.2,0
eagpdc03,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,67.15,3.04,97.12,34.75,10/9/2017 7:58,30.3,0,-30.9,0
eagpdc03,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,67.15,3.04,97.12,34.75,10/9/2017 7:58,30.3,0,-30.9,0
EAG-pfSAense-ADS-NL02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,0,0,0,0,10/24/2018 13:04,0,0,0,0
EAG-pfSAense-ADS-NL02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,0,0,0,0,10/24/2018 13:04,0,0,0,0
EAG-pfSense-ADS-NL01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,0,0,0,0,10/23/2018 16:26,0,0,0,0
EAG-pfSense-ADS-NL01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,0,0,0,0,10/23/2018 16:26,0,0,0,0
EAG-pfSense-Test,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,93.01,14.31,99.52,208.54,6/18/2018 13:57,0.6,0,0.6,0
EAG-pfSense-Test,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,93.01,14.31,99.52,208.54,6/18/2018 13:57,0.6,0,0.6,0
EAG-pfSenseWS-Jon,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,86.68,7.51,99.07,107.14,6/18/2018 14:27,7.5,0,0.1,0
EAG-pfSenseWS-Jon,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,86.68,7.51,99.07,107.14,6/18/2018 14:27,7.5,0,0.1,0
eagpportal01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,90.58,10.61,99.35,152.79,10/9/2017 7:58,2.1,0,0,0
eagpportal01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,90.58,10.61,99.35,152.79,10/9/2017 7:58,2.1,0,0,0
eagpproxy01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,91.52,11.8,99.42,171.14,10/9/2017 7:58,1.9,0,0,0
eagpproxy01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,91.52,11.8,99.42,171.14,10/9/2017 7:58,1.9,0,0,0
eagpvcom01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,68.16,3.14,97.11,34.56,10/11/2017 8:50,21.7,0,-17.4,0
eagpvcom01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,68.16,3.14,97.11,34.56,10/11/2017 8:50,21.7,0,-17.4,0
eagpvdivc01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,78.03,4.55,98.14,53.65,10/11/2017 8:50,75.8,0,-18.2,0
eagpvdivc01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,78.03,4.55,98.14,53.65,10/11/2017 8:50,75.8,0,-18.2,0
eagpvdivcdb01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,88.42,8.64,98,50.05,10/11/2017 8:50,160.4,0,-113.5,0
eagpvdivcdb01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,88.42,8.64,98,50.05,10/11/2017 8:50,160.4,0,-113.5,0
eagpvmvc01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,72.97,3.7,96.94,32.71,10/11/2017 8:48,129.2,0,-148,0
eagpvmvcdb01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,89.25,9.3,96.73,30.63,10/11/2017 8:48,407.4,0,1278.2,0
eagpvmvcweb,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,63.73,2.76,96.84,31.68,10/11/2017 8:48,38,0,-30,0
eagpvrops01,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,83.02,5.89,97.07,34.08,10/9/2017 13:05,221.8,0,0,0
eagpvshield02,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,89.72,9.73,98.52,67.76,10/11/2017 8:48,13.3,0,18.8,0
eagwclund,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,67.33,3.06,97.46,39.39,10/9/2017 7:55,73.6,0,69.3,0
eagwdgwozdz,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,65.38,2.89,96.41,27.89,10/9/2017 7:55,103.2,0,-10.4,0
eagwjheintz,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,53.42,2.15,95.78,23.67,10/9/2017 7:55,57.2,0,-92.3,0
eagwjheintz2,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,54.27,2.19,95.72,23.35,8/13/2018 10:53,57.9,0,16.2,0
eagwjhosford,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,62.71,2.68,96.87,31.99,10/9/2017 7:55,37.6,0,-228.2,0
eagwkneas,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,81.76,5.48,98.58,70.58,8/14/2018 11:09,12.8,0,-17.4,0
eagwmlapera,vSphere VM,eagmvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,54.46,2.2,95.92,24.53,10/9/2017 7:55,49,0,0.2,0
ENT-ACD4-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,75.3,4.05,96.5,28.57,12/31/2017 18:40,84.6,0,1274,0
ENT-ACD4-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,75.3,4.05,96.5,28.57,12/31/2017 18:40,84.6,0,1274,0
ENT-ACD4-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,75.3,4.05,96.5,28.57,12/31/2017 18:40,84.6,0,1274,0
ENT-ACD4-CIC1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,29.3,1.41,90.68,10.73,1/2/2018 8:43,594.3,0,1054.8,0
ENT-ACD4-CIC1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,29.3,1.41,90.68,10.73,1/2/2018 8:43,594.3,0,1054.8,0
ENT-ACD4-CIC1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,29.3,1.41,90.68,10.73,1/2/2018 8:43,594.3,0,1054.8,0
ENT-ACD4-CIC2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,31.52,1.46,92.48,13.3,12/31/2017 18:40,503.8,0,185.4,0
ENT-ACD4-CIC2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,31.52,1.46,92.48,13.3,12/31/2017 18:40,503.8,0,185.4,0
ENT-ACD4-CIC2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,31.52,1.46,92.48,13.3,12/31/2017 18:40,503.8,0,185.4,0
ENT-ACD4-IMON,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,51.36,2.06,96.24,26.59,12/31/2017 18:40,84.8,0,-169.6,0
ENT-ACD4-IMON,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,51.36,2.06,96.24,26.59,12/31/2017 18:40,84.8,0,-169.6,0
ENT-ACD4-IMON,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,51.36,2.06,96.24,26.59,12/31/2017 18:40,84.8,0,-169.6,0
ENT-ACD4-SQL,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Weekly large Snapshots,Dave Fortin,85.21,6.76,90.66,10.71,1/26/2018 9:52,179.5,0,-78.4,0
ENT-ACD4-SQL,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Weekly large Snapshots,DII - EAS,85.21,6.76,90.66,10.71,1/26/2018 9:52,179.5,0,-78.4,0
ENT-ACD4-SQL,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Weekly large Snapshots,Global,85.21,6.76,90.66,10.71,1/26/2018 9:52,179.5,0,-78.4,0
ENT-ACD4-SRS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,82.3,5.65,98.6,71.6,12/31/2017 18:40,31.5,0,25.3,0
ENT-ACD4-SRS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,82.3,5.65,98.6,71.6,12/31/2017 18:40,31.5,0,25.3,0
ENT-ACD4-SRS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,82.3,5.65,98.6,71.6,12/31/2017 18:40,31.5,0,25.3,0
ENT-ACD4-TTS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,84.09,6.29,98.75,79.7,12/31/2017 18:40,30.3,0,63.4,0
ENT-ACD4-TTS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,84.09,6.29,98.75,79.7,12/31/2017 18:40,30.3,0,63.4,0
ENT-ACD4-TTS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,84.09,6.29,98.75,79.7,12/31/2017 18:40,30.3,0,63.4,0
ENT-ACD-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,79.87,4.97,98.66,74.5,12/31/2017 18:40,10.8,0,0,0
ENT-ACD-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,79.87,4.97,98.66,74.5,12/31/2017 18:40,10.8,0,0,0
ENT-ACD-CCS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,79.87,4.97,98.66,74.5,12/31/2017 18:40,10.8,0,0,0
ENT-ADSSLS01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,97.18,35.48,99.75,401.82,10/5/2018 8:28,17.6,0,839.8,0
ENT-ADSSLS01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,97.18,35.48,99.75,401.82,10/5/2018 8:28,17.6,0,839.8,0
ENT-ADSSLS01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,97.18,35.48,99.75,401.82,10/5/2018 8:28,17.6,0,839.8,0
ENT-CA02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,85.22,6.76,98.93,93.76,3/8/2018 15:27,10.3,0,0.5,0
ENT-CA02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,85.22,6.76,98.93,93.76,3/8/2018 15:27,10.3,0,0.5,0
ENT-CA02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,85.22,6.76,98.93,93.76,3/8/2018 15:27,10.3,0,0.5,0
ENT-CISCO-CDA,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,96.72,30.52,99.75,392.88,8/1/2018 10:26,4.6,0,129.1,0
ENT-CISCO-CDA,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,96.72,30.52,99.75,392.88,8/1/2018 10:26,4.6,0,129.1,0
ENT-CISCO-CDA,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,96.72,30.52,99.75,392.88,8/1/2018 10:26,4.6,0,129.1,0
ENT-Citrix-MGMT,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,71.77,3.54,97.47,39.6,10/24/2017 8:23,22.8,0,37.1,0
